"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Netherlands","NLD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","24049472821.1317","27022315091.0087","31406664786.9674","38419691018.9508","50420151347.9426","59982364128.2072","73017599337.7484","80059435739.2899","95243910388.7941","118018353025.056","136771020542.678","147396174905.786","122022878212.488","118702927292.234","115160718863.408","104510293269.231","105441094745.223","146288782155.064","181684410356.832","190224476530.271","184519903356.542","226335444753.721","234663101131.542","261299695488.722","255721578073.09","272590673204.988","324066703266.539","321626143790.85","295011294330.246","310668740279.938","318974003835.5","295196241017.137","304970022371.365","340278562017.692","421729119638.826","472761360814.502","487021514736.973","516171120311.128","589486723241.172","655462135637.908","622361767157.544","606921480359.979","645751869704.686","600174534587.002","625056444037.968","632465914918.279","535867795425.104","542991068403.433","571054172519.82","625802088038.81","619831766062.744","620050295312.064",
"Norway","NOR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","8677287936.27238","9974347709.00948","11819768677.3322","15139269485.5874","17965954835.0994","22467619430.255","24969119398.8821","29468394853.0102","32426606642.1227","36697735036.8279","42328514739.229","41355518773.4123","41460799504.1835","40572611150.7045","39549225019.9106","42704368864.2814","55473244350.6836","66638515769.9443","71537056928.0344","70951118835.542","82854449893.7649","85429514569.0972","94050848821.305","86464667822.5568","90425498753.1172","106202014143.2","111906415702.813","107919670879.634","107747544764.152","110671863780.901","105056465722.92","109146101404.629","129799093163.656","154954662297.675","172281034892.001","189601862630.966","203495704239.627","237379087977.89","262996808510.638","246563777173.481","271361808906.659","304995498602.949","307934507950.15","320461446808.511","313445173234.594","257593014363.956","257867261904.762","273553939149.708","289331447894.251","278552272727.273","255096805026.994",
"Nepal","NPL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","1417744379.99239","1282406763.66431","1195840000","1389537067.59888","1635833358.33333","1729999908.33333","2027749991.66667","2157494731.87851","2237976180.63861","2326559713.7671","2250878744.76281","2519417401.22475","2599562412.88775","3090974382.22625","3162440320.81634","3373934629.79332","3585800918.5936","3029503340.75724","3211787500","3661751020.40816","3712098419.67872","3871265473.20618","4232000701.38524","4187360774.8184","4348388520.9713","4660648617.34472","5306354461.22449","5476667887.52799","5788509911.80079","6419305641.49683","7190753084.64869","8231311322.41129","9311930567.83118","11312084483.4295","11642289113.3412","14170128077.7074","20084397985.3984","19723645646.4551","20349569226.3336","20602852629.6841","22503219014.0958","23630719885.3768","25209699291.4455","28213796813.7395","28954530227.7755","31521468736.2329",
"Nauru","NRU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","5135157352.44708","6069244085.40104","7239912493.92319","9522749408.65451","10904578047.4352","10325276711.091","10245518316.4458","11816925051.8416","14366638795.9866","15999198637.6841","18397992665.5086","18737823661.6435","18665695557.1741","18241324921.1356","16175464067.199","18807161125.3197","22766687790.452","30297121634.169","34166183574.8792","33588802746.0496","35789159146.5965","33680508665.3162","32549447043.8111","35076046678.8341","41147200683.8024","47602284803.4006","52797280421.8121","50003151988.905","43773356492.447","44816025740.8272","39463399639.9245","39552988448.0161","49448962491.9907","65398802980.3347","77337142857.1429","87220305569.2459","85467868491.0187","103033732637.613","103208687706.474","94601786495.0965","113593570682.316","131082791785.576","137765739106.518","145570640665.277","153410391836.961","135068603009.118","143848523346.27","155994528950.968","161226539661.307","162374372066.211","",
"OECD members","OED","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","1785383063388.86","1989237336291.56","2301293142339.65","2744211183296.46","3113478763715.31","3593701600474.22","3867713148489.6","4348183562177.7","5171245052598.95","5981352884300.58","6734796211237.84","6841451270627.37","6846510036275.38","7092136249753.63","7297377855586.05","7706602656675.08","9310171201472.48","10785726344293.9","12022984936264.9","12547034357029.7","14210855453331.6","15091754537196.1","16368494102223.4","16626439686334","17704380798295.6","19318626364916.9","19542928175654","19230086446945.1","19501329990839.1","20612397548339.7","21095075813201.5","21193073598404.8","22292734029993.2","25002682633688.8","27652033023318.4","29227882945298.7","30687826545768.2","33459560573058.7","35867222510804","34462939888390.4","35913446564209","38420998817175.3","38325159522584.4","38686608607234.7","39267541842320","36867388499555.7","37608253706951.1","39014102735409.9","41202162763842.2","41562968930120.1","40495658437831.5",
"Oman","OMN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","61585197.4592654","60475161.987041","67194624.4300456","82553395.7283417","114051973.051011","200104220.948411","295409181.636727","714533873.769543","996236537.348002","1223219745.22293","1490156340.47481","1688477127.96757","2002605674.5802","3152865952.51882","3658946438.91141","4382455124.49334","4595541401.27389","5056456282.57093","5974811812.39143","5102093979.05759","4794017685.30559","5554486345.90377","5878803901.17035","7948244473.342","8693888166.44993","9274122236.671","9678283485.04551","9823927178.15345","10564629388.8166","11039791937.5813","11230169050.7152","10324480867.1288","10554004599.9429","11089279312.1737","11753229455.5805","12047694429.4459","12945608843.8036","14756895517.6556","15962532279.9422","17990214416.4688","20804637831.6999","25716202816.251","27002498281.4905","29720198792.0117","33094872394.8983","37520345873.8908","40277719647.9384","45088950450.3352","45826962241.2","46724310161.6174","49316960222.7909","49413004614.0835","49793703485.9485","",
"Other small states","OSS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45748926167.9519","52620761155.1215","54893185121.3025","55247738036.7704","57066258508.6793","58290294028.3083","58538867744.1569","58757787737.1347","63317357316.152","78092274780.8439","94041758405.4635","105856266288.37","119749926701.777","143923154357.029","162831779680.923","160933287343.842","172715411297.388","191326886284.645","198631358503.833","216092019747.522","227493608301.825","219363759849.02","223937105585.922","239676918240.697","255935118439.346","258168187049.396","",
"Pakistan","PAK","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3468500629.9874","3858042839.14322","3972280554.38891","4132087358.25284","4511129777.40445","5170726585.46829","5675556488.87022","6544939101.21798","7077278454.43091","7689416211.67577","8717975640.48719","9302813943.72113","8233855691.40692","5531258866.92519","8053535353.53535","10402727272.7273","11875454545.4545","13644141414.1414","16398484848.4848","18440404040.404","22009696969.697","25496060606.0606","28168720379.1469","26263622047.2441","28753932917.7798","29186807387.8628","28406323620.5828","28730323332.3624","33683793790.9428","35095946601.8151","34617725424.2042","37686774672.3173","40577106999.4552","44242137539.0034","43572024559.4556","51035697457.1452","54155969823.853","54172852202.7536","51825143364.1391","54187757043.9967","68522116453.2496","66415080728.2721","67093390711.2699","75969523646.9182","89037293729.3729","103021247489.791","120904662142.521","133755240441.863","155831645255.93","150884936361.679","159505468576.835","194120924307.78","208533647077.523","212309421996.364","224276391798.91","245499436834.96","254491527358.354","283819097667.252","294928760378.794","263168441868.934","241664340083.479",
"Panama","PAN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","429940600","457029900","484467900","551551700","596894300","647933700","673860400","742688100","769079800","852324100","935335900","1025460900","1121772300","1234459000","1520239200","1707160800","1789037600","2007133000","2322388800","2742568300","3207264400","3782251100","3901652500","4435129700","5229023300","5511682000","5533200700","5534864500","4985340100","5609499100","5378381000","6030632600","6470093900","6956048400","7136360900","7120998000","7290349500","7657716100","8870687400","9381489900","9225867800","9689818200","10539242400","10667609500","11948999800","12631452200","13520128300","15036914000","17154288000","18417850800","20601400000","23374800000","25869900000","28866000000","31983200000","33434500000","36460500000","38815400000","41033200000","42358212000","",
"Peru","PER","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1543477306.4359","1783411734.14179","2053321155.14925","2363936011.47015","2801835714.8806","3473880646.83209","4029850746.26866","4208609189.42053","4170542804.46253","4635659052.72868","5976744363.47287","6702842515.26098","7643410931.57106","8749354162.88114","11007751937.9845","14199999773.9432","13390070867.8759","12470166700.2673","9725527967.76903","10825467334.7235","12114918656.9747","15391901491.8305","15194954128.4404","12710303328.0118","12719930775.8869","11730000000","12035000000","16383333333.3333","11856025360.6176","17257998928.896","21632982368.3292","29140927754.2101","30630898992.3225","29535452968.6793","36414132216.354","43177143363.7734","45546999144.3589","46939939939.9399","45701167474.5682","41028512335.6478","42623857417.118","43550354892.962","45318247718.6798","48209358473.2122","52918155720.8975","58092031425.3648","62990899651.8659","72144455097.4752","87761030793.9437","90918265719.4077","106604367986.974","121576195490.36","140854564755.839","150069580665.458","154553716097.217","148585290792.614","149999111137.448","163239380463.119","171123653623.806","178100859976.628","163524564365.218",
"Philippines","PHL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","5256345411.34541","5792469237.60616","3433863193.66404","3784309126.61973","4226935637.7551","4630946291.5601","5086052348.51201","5600071361.21518","6133078880.40712","6657765570.56026","5050527277.95927","5590123917.47128","6130820399.11308","7285348489.55789","10137745105.2608","10905917576.1255","12215233256.7235","14298913924.461","16535882049.4719","20115891346.7794","23820193306.1746","26103143157.3351","27755620608.8993","24119340934.2464","23902279818.1894","24955366979.6263","24181656749.5843","26238373760.7997","29910261819.3195","33927045043.6359","36029863639.1683","37857423595.0885","45065477707.0064","46887525396.4801","54567705888.5877","63347735121.1772","70753289059.6093","70644504541.7991","61915663042.5745","70523156309.9593","69262716095.6734","66012913417.0185","70290620491.5936","72621870428.5532","78605244022.5625","88964209064.0913","105114830567.697","127105228556.136","148425960608.977","146217179813.255","166513383842.056","191694945912.438","218303227477.456","235150149754.277","243445990203.896","255528673319.005","267046046567.353","274297994651.186","293378485524.012","322840305841.039","326842682130.931",
